English (en),Dutch (nl),English (en),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,nuttig,aantal woorden,gelijk,nieuw,dutch new
jot,jota,jot,0,0,0,0,0,0,0,0,0,0,nee,1,,,jota
journal,dagboek,journal,0,0,0,0,0,0,0,0,0,0,nee,1,,,dagboek
journalism,journalistiek,journalism,0,0,0,0,0,0,0,0,0,1,ja,1,,,journalistiek
journalist,journalist,journalist,1,0,0,0,0,0,0,0,0,0,ja,1,,,journalist
journey,reis,journey,1,0,0,1,0,1,1,0,0,0,ja,1,,,reis
journeyman,gezel,journeyman,0,0,0,0,0,0,0,0,0,1,ja,1,,,gezel
jovial,joviaal,jovial,1,0,0,0,0,0,1,0,0,0,ja,1,,,joviaal
joy,vreugde,joy,1,0,0,0,0,0,1,0,0,0,ja,1,,,vreugde
joyful,blijde,joyful,1,0,0,0,0,0,1,0,0,1,ja,1,,,blijde
joyous,vreugdevol,joyous,1,0,0,0,0,0,1,0,0,0,ja,1,,,vreugdevol
jubilant,jubelend,jubilant,1,0,0,0,0,0,1,0,1,1,ja,1,,,jubelend
jubilee,jubileum,jubilee,1,0,0,0,0,0,1,0,1,0,ja,1,,,jubileum
judge,rechter,judge,0,0,0,0,0,0,0,0,0,0,nee,1,,,rechter
judging,oordelen,judging,0,0,0,0,0,0,0,0,0,0,nee,1,,,oordelen
judgment,oordeel,judgment,0,0,0,0,0,0,0,0,1,0,ja,1,,,oordeel
judicial,gerechtelijk,judicial,1,0,0,1,0,0,0,0,0,1,ja,1,,,gerechtelijk
judiciary,rechterlijke macht,judiciary,0,0,0,1,0,0,0,0,0,1,ja,2,,,rechterlijke macht
judicious,oordeelkundig,judicious,1,0,0,0,0,0,0,0,0,1,ja,1,,,oordeelkundig
jug,kruik,jug,0,0,0,0,0,0,0,0,0,0,nee,1,,,kruik
juggle,goochelen,juggle,0,0,0,0,0,0,0,0,0,0,nee,1,,,goochelen
juggling,jongleren,juggling,0,0,0,0,0,0,0,0,0,0,nee,1,,,jongleren
juice,sap,juice,0,0,0,0,0,0,0,0,0,0,nee,1,,,sap
juicy,sappig,juicy,0,0,0,0,0,0,0,0,0,0,nee,1,,,sappig
jumble,mengelmoes,jumble,0,1,0,0,0,0,0,0,0,0,ja,1,,,mengelmoes
jumbled,door elkaar gegooid,jumbled,0,0,0,0,0,0,0,0,0,0,nee,3,,,door elkaar gegooid
jumbo,jumbo,jumbo,0,0,0,0,0,0,0,0,0,0,nee,1,,,jumbo
jump,springen,jump,1,0,0,0,0,0,1,0,0,0,ja,1,,,springen
junction,knooppunt,junction,0,0,0,0,0,0,0,0,0,0,nee,1,,,knooppunt
juncture,naad,juncture,0,0,0,0,0,0,0,0,0,0,nee,1,,,naad
jungle,oerwoud,jungle,0,0,0,0,0,1,0,0,0,0,ja,1,,,oerwoud
junior,junior,junior,0,0,0,0,0,0,0,0,0,0,nee,1,,,junior
junk,rommel,junk,0,1,0,0,0,0,0,0,0,0,ja,1,,,rommel
junta,junta,junta,0,1,0,0,0,0,0,0,0,0,ja,1,,,junta
juridical,juridisch,juridical,0,0,0,0,0,0,0,0,0,0,nee,1,,,juridisch
jurisdiction,jurisdictie,jurisdiction,0,0,0,0,0,0,0,0,0,0,nee,1,,,jurisdictie
jurisprudence,jurisprudentie,jurisprudence,0,0,0,0,0,0,0,1,0,0,ja,1,,,jurisprudentie
jurist,jurist,jurist,0,0,0,0,0,0,0,0,0,1,ja,1,,,jurist
jury,jury,jury,0,0,0,0,0,0,0,0,0,1,ja,1,,,jury
justice,gerechtigheid,justice,1,0,0,0,0,0,0,0,0,1,ja,1,,,gerechtigheid
justifiable,gerechtvaardigd,justifiable,1,0,0,0,0,0,0,0,0,1,ja,1,,,gerechtvaardigd
justification,rechtvaardiging,justification,1,0,0,0,0,0,0,0,0,0,ja,1,,,rechtvaardiging
justify,rechtvaardigen,justify,0,0,0,0,0,0,0,0,0,0,nee,1,,,rechtvaardigen
jute,jute-,jute,0,0,0,0,0,0,0,0,0,0,nee,1,,,jute-
juvenile,jeugdig,juvenile,0,1,0,0,0,0,0,0,0,0,ja,1,,,jeugdig
juxtaposition,naast elkaar plaatsing,juxtaposition,0,0,0,0,0,0,0,0,0,0,nee,3,,,naast elkaar plaatsing
kaiser,kaiser,kaiser,0,0,0,0,0,0,0,0,0,0,nee,1,,,kaiser
kaleidoscope,caleidoscoop,kaleidoscope,0,0,0,0,0,0,0,0,0,0,nee,1,,,caleidoscoop
kangaroo,kangoeroe,kangaroo,0,0,0,0,0,0,0,0,0,0,nee,1,,,kangoeroe
kanji,kanji,kanji,0,0,0,0,0,0,0,0,0,0,nee,1,,,kanji
karma,karma,karma,0,0,0,0,0,0,0,0,0,0,nee,1,,,karma
kayak,kayak,kayak,0,0,0,0,0,0,0,0,0,0,nee,1,,,kayak
keel,kiel,keel,0,0,0,0,0,0,0,0,0,0,nee,1,,,kiel
keeper,bewaarder,keeper,0,0,0,0,0,0,0,0,0,0,nee,1,,,bewaarder
keeping,bewaring,keeping,0,0,0,0,0,0,0,0,0,0,nee,1,,,bewaring
keepsake,herinnering,keepsake,1,0,0,0,0,0,0,0,0,0,ja,1,,,herinnering
keg,vaatje,keg,0,0,0,0,0,0,0,0,0,0,nee,1,,,vaatje
ken,gezichtskring,ken,1,0,0,0,0,0,0,0,0,0,ja,1,,,gezichtskring
kennel,hok,kennel,0,0,0,0,0,0,0,1,0,0,ja,1,,,hok
kern,kern,kern,0,1,0,0,0,0,0,0,0,0,ja,1,,,kern
kernel,pit,kernel,0,0,0,0,0,0,0,0,0,0,nee,1,,,pit
kerosene,kerosine,kerosene,0,0,0,0,0,1,0,0,0,0,ja,1,,,kerosine
kettle,waterkoker,kettle,0,0,0,0,0,0,0,0,0,0,nee,1,,,waterkoker
key,sleutel,key,0,0,0,0,0,0,0,0,0,0,nee,1,,,sleutel
keyhole,sleutelgat,keyhole,0,0,0,0,0,0,0,0,0,0,nee,1,,,sleutelgat
keynote,grondtoon,keynote,1,0,0,0,0,0,0,0,0,0,ja,1,,,grondtoon
keystone,hoeksteen,keystone,1,0,0,0,0,0,0,0,0,0,ja,1,,,hoeksteen
khaki,khaki,khaki,0,0,0,0,0,0,0,0,0,0,nee,1,,,khaki
khan,khan,khan,0,0,0,0,0,1,0,0,0,1,ja,1,,,khan
kick,trap,kick,0,1,1,0,0,0,0,0,0,0,ja,1,,,trap
kicking,schoppen,kicking,0,0,1,0,0,0,0,0,0,0,ja,1,,,schoppen
kid,kind,kid,0,0,0,0,0,0,0,0,0,0,nee,1,,,kind
kidding,kidding,kidding,0,0,0,0,0,0,0,0,0,0,nee,1,,,kidding
kidnap,ontvoeren,kidnap,0,1,1,0,0,1,0,1,1,0,ja,1,,,ontvoeren
kill,doden,kill,0,1,0,0,0,1,0,1,0,0,ja,1,,,doden
killing,doden,killing,0,1,1,0,0,1,0,1,0,0,ja,1,,,doden
kiln,oven,kiln,0,0,0,0,0,0,0,0,0,0,nee,1,,,oven
kilogram,kilogram,kilogram,0,0,0,0,0,0,0,0,0,0,nee,1,,,kilogram
kilometer,kilometer,kilometer,0,0,0,0,0,0,0,0,0,0,nee,1,,,kilometer
kilt,kilt,kilt,0,0,0,0,0,0,0,0,0,0,nee,1,,,kilt
kimono,kimono,kimono,0,0,0,0,0,0,0,0,0,0,nee,1,,,kimono
kin,familie,kin,0,0,0,0,0,0,0,0,0,0,nee,1,,,familie
kind,soort,kind,1,0,0,0,0,0,1,0,0,1,ja,1,,,soort
kindergarten,kleuterschool,kindergarten,0,0,0,0,0,0,0,0,0,0,nee,1,,,kleuterschool
kindness,vriendelijkheid,kindness,1,0,0,0,0,0,0,0,0,0,ja,1,,,vriendelijkheid
kindred,verwanten,kindred,1,0,0,1,0,0,1,0,0,1,ja,1,,,verwanten
kinematics,kinematica,kinematics,0,0,0,0,0,0,0,0,0,0,nee,1,,,kinematica
king,koning,king,1,0,0,0,0,0,0,0,0,0,ja,1,,,koning
kingdom,koninkrijk,kingdom,0,0,0,0,0,0,0,0,0,0,nee,1,,,koninkrijk
kink,kink,kink,0,0,0,0,0,0,0,0,0,0,nee,1,,,kink
kinky,pervers,kinky,0,0,0,0,0,0,0,0,0,0,nee,1,,,pervers
kiosk,kiosk,kiosk,0,0,0,0,0,0,0,0,0,0,nee,1,,,kiosk
kirk,kerk,kirk,0,0,0,0,0,0,0,0,0,0,nee,1,,,kerk
kiss,kus,kiss,1,0,0,1,0,0,1,0,1,0,ja,1,,,kus
kit,uitrusting,kit,0,0,0,0,0,0,0,0,0,0,nee,1,,,uitrusting
kitchen,keuken-,kitchen,0,0,0,0,0,0,0,0,0,0,nee,1,,,keuken-
kite,vlieger,kite,0,1,0,0,1,0,0,0,0,0,ja,1,,,vlieger
kitten,katje,kitten,1,0,0,0,0,0,1,0,0,1,ja,1,,,katje
knack,handigheid,knack,1,0,0,0,0,0,0,0,0,0,ja,1,,,handigheid
knapsack,knapzak,knapsack,0,0,0,0,0,0,0,0,0,0,nee,1,,,knapzak
knead,kneden,knead,0,0,0,0,0,0,0,0,0,0,nee,1,,,kneden
knee,knie,knee,0,0,0,0,0,0,0,0,0,0,nee,1,,,knie
kneel,knielen,kneel,0,0,0,0,0,0,0,0,0,0,nee,1,,,knielen
kneeling,knieling,kneeling,0,0,0,0,0,0,0,0,0,0,nee,1,,,knieling
knell,doodsklok,knell,0,1,0,0,0,1,0,1,0,0,ja,1,,,doodsklok
knickers,onderbroek,knickers,0,0,0,0,0,0,0,0,0,1,ja,1,,,onderbroek
knife,mes,knife,0,0,0,0,0,0,0,0,0,0,nee,1,,,mes
knight,ridder,knight,1,0,0,0,0,0,0,0,0,0,ja,1,,,ridder
knit,breien,knit,0,0,0,0,0,0,0,0,0,0,nee,1,,,breien
knob,knop,knob,0,0,0,0,0,0,0,0,0,0,nee,1,,,knop
knock,klop,knock,0,0,0,0,0,0,0,0,0,0,nee,1,,,klop
knoll,heuveltje,knoll,0,0,0,0,0,0,0,0,0,0,nee,1,,,heuveltje
knot,knoop,knot,0,0,0,0,0,0,0,0,0,0,nee,1,,,knoop
knotted,geknoopt,knotted,0,1,0,0,0,0,0,0,0,0,ja,1,,,geknoopt
knowing,wetende,knowing,1,0,0,0,0,0,0,0,0,0,ja,1,,,wetende
knowingly,bewust,knowingly,0,0,0,0,0,0,0,0,0,0,nee,1,,,bewust
knowledge,kennis,knowledge,1,0,0,0,0,0,0,0,0,0,ja,1,,,kennis
knuckle,knokkel,knuckle,0,0,0,0,0,0,0,0,0,0,nee,1,,,knokkel
kos,kos,kos,0,0,0,0,0,0,0,0,0,0,nee,1,,,kos
kris,kris,kris,0,0,0,0,0,0,0,0,0,0,nee,1,,,kris
kudos,roem,kudos,1,0,0,0,0,0,1,0,0,0,ja,1,,,roem
lab,laboratorium,lab,0,0,0,0,0,0,0,0,0,0,nee,1,,,laboratorium
label,etiket,label,0,0,0,0,0,0,0,0,0,1,ja,1,,,etiket
labor,arbeid,labor,1,0,0,1,0,0,1,0,1,1,ja,1,,,arbeid
laboratory,laboratorium,laboratory,0,0,0,0,0,0,0,0,0,0,nee,1,,,laboratorium
labored,moeizaam,labored,0,1,0,0,0,0,0,1,0,0,ja,1,,,moeizaam
laborer,arbeider,laborer,0,0,0,0,0,0,0,0,0,0,nee,1,,,arbeider
laboring,werkend,laboring,0,0,0,0,0,0,0,0,0,0,nee,1,,,werkend
laborious,moeizaam,laborious,0,1,0,0,0,0,0,0,0,0,ja,1,,,moeizaam
labyrinth,labyrint,labyrinth,0,1,0,1,0,0,0,0,0,0,ja,1,,,labyrint
lac,lak,lac,0,0,0,0,0,0,0,0,0,0,nee,1,,,lak
lace,kant,lace,1,1,1,0,0,1,0,1,0,1,ja,1,,,kant
lack,gebrek,lack,0,1,0,0,0,0,0,0,0,0,ja,1,,,gebrek
lacking,ontbrekend,lacking,0,1,0,0,0,0,0,0,0,0,ja,1,,,ontbrekend
lackluster,dof,lackluster,0,1,0,0,0,0,0,0,0,0,ja,1,,,dof
lacquer,lak,lacquer,0,0,0,0,0,0,0,0,0,0,nee,1,,,lak
lacrosse,lacrosse,lacrosse,0,0,0,0,0,0,0,0,0,0,nee,1,,,lacrosse
lad,jongen,lad,0,0,0,0,0,0,0,0,0,0,nee,1,,,jongen
ladder,ladder,ladder,0,0,0,0,0,0,0,0,0,0,nee,1,,,ladder
laden,beladen,laden,0,1,0,0,0,0,0,0,0,0,ja,1,,,beladen
lading,lading,lading,0,0,0,0,0,0,0,0,0,0,nee,1,,,lading
ladle,pollepel,ladle,0,0,0,0,0,0,0,0,0,0,nee,1,,,pollepel
lady,dame,lady,0,0,0,0,0,0,0,0,0,0,nee,1,,,dame
lag,vertraging,lag,0,1,0,0,0,0,0,0,0,0,ja,1,,,vertraging
lagging,achterblijvende,lagging,0,1,1,1,1,0,0,1,0,0,ja,1,,,achterblijvende
lagoon,lagune,lagoon,0,0,0,0,0,0,0,0,0,0,nee,1,,,lagune
lair,hol,lair,0,1,0,0,0,0,0,0,0,0,ja,1,,,hol
laity,de leken,laity,0,0,0,0,0,0,0,0,0,0,nee,2,,,de leken
lake,meer,lake,0,0,0,0,0,0,0,0,0,0,nee,1,,,meer
lama,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
lamb,lam,lamb,1,0,0,0,0,0,1,0,0,1,ja,1,,,lam
lament,weeklacht,lament,0,1,0,0,1,1,0,1,0,0,ja,1,,,weeklacht
lamenting,weeklagen,lamenting,0,0,0,0,0,0,0,1,0,0,ja,1,,,weeklagen
lamina,dunne plaat,lamina,0,0,0,0,0,0,0,0,0,0,nee,2,,,dunne plaat
laminated,gelamineerde,laminated,0,0,0,0,0,0,0,0,0,0,nee,1,,,gelamineerde
lamp,lamp,lamp,0,0,0,0,0,0,0,0,0,0,nee,1,,,lamp
lance,lans,lance,0,0,0,0,0,0,0,0,0,0,nee,1,,,lans
lancer,lansier,lancer,0,0,0,0,0,0,0,0,0,0,nee,1,,,lansier
land,land-,land,1,0,0,0,0,0,0,0,0,0,ja,1,,,land-
landed,geland,landed,1,0,0,0,0,0,0,0,0,0,ja,1,,,geland
landing,landen,landing,0,0,0,0,0,0,0,0,0,0,nee,1,,,landen
landlocked,door land ingesloten,landlocked,0,0,0,0,0,0,0,0,0,0,nee,3,,,door land ingesloten
landlord,landheer,landlord,0,0,0,0,0,0,0,0,0,0,nee,1,,,landheer
landmark,mijlpaal,landmark,0,0,0,0,0,0,0,0,0,1,ja,1,,,mijlpaal
lands,landt,lands,0,0,0,0,0,0,0,0,0,0,nee,1,,,landt
landscape,landschap,landscape,0,0,0,0,0,0,0,0,0,0,nee,1,,,landschap
landscaping,landscaping,landscaping,0,0,0,0,0,0,0,0,0,0,nee,1,,,landscaping
landslide,aardverschuiving,landslide,0,1,0,0,0,1,0,1,0,0,ja,1,,,aardverschuiving
lane,rijbaan,lane,0,0,0,0,0,0,0,0,0,0,nee,1,,,rijbaan
language,taal,language,0,0,0,0,0,0,0,0,0,0,nee,1,,,taal
languid,loom,languid,0,1,0,0,0,0,0,0,0,0,ja,1,,,loom
languish,wegkwijnen,languish,0,1,0,0,0,0,0,0,0,0,ja,1,,,wegkwijnen
languishing,kwijnend,languishing,0,1,0,0,0,1,0,1,0,0,ja,1,,,kwijnend
lanky,slungelachtig,lanky,0,0,0,0,0,0,0,0,0,0,nee,1,,,slungelachtig
lantern,lantaarn,lantern,0,0,0,0,0,0,0,0,0,0,nee,1,,,lantaarn
lap,ronde,lap,0,0,0,0,0,0,0,0,0,0,nee,1,,,ronde
lapel,revers,lapel,0,0,0,0,0,0,0,0,0,0,nee,1,,,revers
lapse,verloop,lapse,0,1,0,0,0,0,0,0,0,0,ja,1,,,verloop
lapsed,verlopen,lapsed,0,0,0,0,0,0,0,0,0,0,nee,1,,,verlopen
larceny,diefstal,larceny,0,1,0,0,1,0,0,0,0,0,ja,1,,,diefstal
lard,reuzel,lard,0,0,0,0,0,0,0,0,0,0,nee,1,,,reuzel
larder,provisiekast,larder,0,0,0,0,0,0,0,0,0,0,nee,1,,,provisiekast
large,groot,large,0,0,0,0,0,0,0,0,0,0,nee,1,,,groot
larger,grotere,larger,0,0,0,0,1,0,0,0,1,1,ja,1,,,grotere
largo,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
lark,leeuwerik,lark,0,0,0,0,0,0,0,0,0,0,nee,1,,,leeuwerik
larva,larve,larva,0,0,0,0,0,0,0,0,0,0,nee,1,,,larve
larynx,strottehoofd,larynx,0,0,0,0,0,0,0,0,0,0,nee,1,,,strottehoofd
laser,laser,laser,1,0,0,0,0,0,0,0,0,1,ja,1,,,laser
lash,zweepslag,lash,0,1,1,0,0,1,0,0,0,0,ja,1,,,zweepslag
lass,deerntje,lass,0,0,0,0,0,0,0,0,0,0,nee,1,,,deerntje
lasso,lasso,lasso,0,0,0,0,0,0,0,0,0,0,nee,1,,,lasso
lasting,blijvend,lasting,0,0,0,0,0,0,0,0,0,0,nee,1,,,blijvend
latch,klink,latch,0,0,0,0,0,0,0,0,0,0,nee,1,,,klink
late,laat,late,0,1,0,0,0,0,0,1,0,0,ja,1,,,laat
lateness,laatheid,lateness,0,1,0,0,0,0,0,0,0,0,ja,1,,,laatheid
latent,latent,latent,0,1,1,1,1,0,0,0,1,0,ja,1,,,latent
lateral,zijdelings,lateral,0,0,0,0,0,0,0,0,0,0,nee,1,,,zijdelings
laterally,zijdelings,laterally,0,0,0,0,0,0,0,0,0,0,nee,1,,,zijdelings
latex,latex,latex,0,0,0,0,0,0,0,0,0,0,nee,1,,,latex
lathe,draaibank,lathe,0,0,0,0,0,0,0,0,0,0,nee,1,,,draaibank
lather,schuim,lather,0,0,0,0,0,0,0,0,0,0,nee,1,,,schuim
latitude,breedtegraad,latitude,0,0,0,0,0,0,0,0,0,0,nee,1,,,breedtegraad
latrines,latrines,latrines,0,1,0,0,1,0,0,0,0,0,ja,1,,,latrines
lattice,traliewerk,lattice,0,0,0,0,0,0,0,0,0,0,nee,1,,,traliewerk
laudable,prijzenswaardig,laudable,1,0,0,0,0,0,0,0,0,0,ja,1,,,prijzenswaardig
laugh,lach,laugh,1,0,0,0,0,0,1,0,1,0,ja,1,,,lach
laughable,lachwekkend,laughable,0,1,0,0,1,0,0,0,0,0,ja,1,,,lachwekkend
laughing,lachend,laughing,1,0,0,0,0,0,1,0,0,0,ja,1,,,lachend
laughter,gelach,laughter,1,0,0,1,0,0,1,0,1,0,ja,1,,,gelach
launch,lancering,launch,1,0,0,1,0,0,0,0,0,0,ja,1,,,lancering
laundry,wasserij,laundry,0,0,0,0,0,0,0,0,0,0,nee,1,,,wasserij
laureate,laureaat,laureate,1,0,0,0,0,0,0,0,0,1,ja,1,,,laureaat
laurel,laurier,laurel,1,0,0,0,0,0,0,0,0,0,ja,1,,,laurier
laurels,lauweren,laurels,1,0,0,0,0,0,1,0,0,0,ja,1,,,lauweren
lava,lava,lava,0,1,1,0,0,1,0,0,0,0,ja,1,,,lava
lavage,lavage,lavage,0,0,0,0,0,0,0,0,0,0,nee,1,,,lavage
lavatory,toilet,lavatory,0,0,0,0,1,0,0,0,0,0,ja,1,,,toilet
lavender,lavendel,lavender,0,0,0,0,0,0,0,0,0,0,nee,1,,,lavendel
lavish,kwistig,lavish,1,0,0,0,0,0,0,0,0,0,ja,1,,,kwistig
law,wet,law,0,0,0,0,0,0,0,0,0,1,ja,1,,,wet
lawful,rechtmatig,lawful,1,0,0,0,0,0,0,0,0,1,ja,1,,,rechtmatig
lawlessness,wetteloosheid,lawlessness,0,1,1,0,0,1,0,0,0,0,ja,1,,,wetteloosheid
lawn,gazon,lawn,0,0,0,0,0,0,0,0,0,0,nee,1,,,gazon
lawsuit,rechtszaak,lawsuit,0,1,1,0,1,1,0,1,1,0,ja,1,,,rechtszaak
lawyer,advocaat,lawyer,0,1,1,0,1,1,0,0,0,0,ja,1,,,advocaat
lax,laks,lax,0,1,0,0,0,0,0,1,0,0,ja,1,,,laks
laxative,laxeermiddel,laxative,0,1,0,0,1,1,0,0,0,0,ja,1,,,laxeermiddel
lay,leggen,lay,0,0,0,0,0,0,0,0,0,0,nee,1,,,leggen
layer,laag,layer,0,0,0,0,0,0,0,0,0,0,nee,1,,,laag
layered,gelaagde,layered,0,0,0,0,0,0,0,0,0,0,nee,1,,,gelaagde
layman,leek,layman,0,0,0,0,0,0,0,0,0,0,nee,1,,,leek
lazy,lui,lazy,0,1,0,0,0,0,0,0,0,0,ja,1,,,lui
lea,lea,lea,0,0,0,0,0,0,0,0,0,0,nee,1,,,lea
lead,lood,lead,1,0,0,0,0,0,0,0,0,0,ja,1,,,lood
leader,leider,leader,1,0,0,0,0,0,0,0,0,1,ja,1,,,leider
leading,leidend,leading,0,0,0,0,0,0,0,0,0,1,ja,1,,,leidend
leads,leads,leads,0,0,0,0,0,0,0,0,0,0,nee,1,,,leads
leaf,blad,leaf,0,0,0,0,0,0,0,0,0,0,nee,1,,,blad
leaflet,brochure,leaflet,0,0,0,0,0,0,0,0,0,0,nee,1,,,brochure
leafy,bladerrijk,leafy,0,0,0,0,0,0,0,0,0,0,nee,1,,,bladerrijk
league,liga,league,1,0,0,0,0,0,0,0,0,0,ja,1,,,liga
leak,lek,leak,0,1,0,0,0,0,0,0,0,0,ja,1,,,lek
leakage,lekkage,leakage,0,1,0,0,0,0,0,0,0,0,ja,1,,,lekkage
leaky,lek,leaky,0,1,0,0,0,0,0,0,0,0,ja,1,,,lek
lean,mager,lean,0,0,0,0,0,0,0,0,0,0,nee,1,,,mager
leaned,leunde,leaned,0,0,0,0,0,0,0,0,0,0,nee,1,,,leunde
leaning,neiging,leaning,0,0,0,0,0,0,0,0,0,1,ja,1,,,neiging
leap,sprong,leap,0,0,0,0,0,0,0,0,0,0,nee,1,,,sprong
learn,leren,learn,1,0,0,0,0,0,0,0,0,0,ja,1,,,leren
learned,geleerd,learned,0,0,0,0,0,0,0,0,0,0,nee,1,,,geleerd
learner,leerling,learner,0,0,0,0,0,0,0,0,0,0,nee,1,,,leerling
learning,aan het leren,learning,1,0,0,0,0,0,0,0,0,0,ja,3,,leren,leren
lease,huren,lease,0,0,0,0,0,0,0,0,0,0,nee,1,,,huren
leash,riem,leash,0,0,0,0,0,0,0,0,0,0,nee,1,,,riem
leather,leer,leather,0,0,0,0,0,0,0,0,0,0,nee,1,,,leer
leathery,leerachtig,leathery,0,0,0,0,0,0,0,0,0,0,nee,1,,,leerachtig
leave,het verlof,leave,0,1,0,0,0,0,0,1,1,0,ja,2,,verlof,verlof
lecture,lezing,lecture,0,0,0,0,0,0,0,0,0,0,nee,1,,,lezing
lecturer,lector,lecturer,1,0,0,0,0,0,0,0,0,0,ja,1,,,lector
ledge,richel,ledge,0,0,0,0,0,0,0,0,0,0,nee,1,,,richel
ledger,grootboek,ledger,0,0,0,0,0,0,0,0,0,0,nee,1,,,grootboek
lee,luwte,lee,0,0,0,0,0,0,0,0,0,0,nee,1,,,luwte
leech,bloedzuiger,leech,0,1,0,0,0,0,0,0,0,0,ja,1,,,bloedzuiger
leeches,bloedzuigers,leeches,0,1,0,0,1,1,0,0,0,0,ja,1,,,bloedzuigers
leery,sluw,leery,0,0,0,0,0,0,0,0,1,0,ja,1,,,sluw
lees,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
leeway,speelruimte,leeway,1,0,0,0,0,0,0,0,0,0,ja,1,,,speelruimte
left,links,left,0,0,0,0,0,0,0,0,0,0,nee,1,,,links
leg,been,leg,0,0,0,0,0,0,0,0,0,0,nee,1,,,been
legacy,nalatenschap,legacy,0,0,0,0,0,0,0,0,0,0,nee,1,,,nalatenschap
legal,wettelijk,legal,1,0,0,0,0,0,0,0,0,1,ja,1,,,wettelijk
legality,wettigheid,legality,0,0,0,0,0,0,0,0,0,0,nee,1,,,wettigheid
legalize,legaliseren,legalize,0,0,0,0,0,0,0,0,0,0,nee,1,,,legaliseren
legalized,gelegaliseerd,legalized,1,0,1,0,0,1,1,0,0,1,ja,1,,,gelegaliseerd
legally,wettelijk,legally,0,0,0,0,0,0,0,0,0,0,nee,1,,,wettelijk
legend,legende,legend,0,0,0,0,0,0,0,0,0,0,nee,1,,,legende
legendary,legendarisch,legendary,1,0,0,0,0,0,0,0,0,0,ja,1,,,legendarisch
legibility,leesbaarheid,legibility,1,0,0,0,0,0,0,0,0,0,ja,1,,,leesbaarheid
legible,leesbaar,legible,1,0,0,0,0,0,0,0,0,0,ja,1,,,leesbaar
legion,legioen,legion,0,0,0,0,0,0,0,0,0,0,nee,1,,,legioen
legislate,wetten maken,legislate,0,0,0,0,0,0,0,0,0,0,nee,2,,,wetten maken
legislation,wetgeving,legislation,0,0,0,0,0,0,0,0,0,0,nee,1,,,wetgeving
legislative,wetgevend,legislative,0,0,0,0,0,0,0,0,0,0,nee,1,,,wetgevend
legislator,wetgever,legislator,0,0,0,0,0,0,0,0,0,1,ja,1,,,wetgever
legislature,wetgevende macht,legislature,0,0,0,0,0,0,0,0,0,1,ja,2,,,wetgevende macht
legitimacy,wettigheid,legitimacy,0,0,0,0,0,0,0,0,0,1,ja,1,,,wettigheid
legs,benen,legs,0,0,0,0,0,0,0,0,0,0,nee,1,,,benen
legume,peulvrucht,legume,0,0,0,0,0,0,0,0,0,0,nee,1,,,peulvrucht
leisure,vrije tijd,leisure,1,0,0,1,0,0,1,0,1,1,ja,2,,vrijaf,vrijaf
leisurely,rustig,leisurely,1,0,0,0,0,0,0,0,0,0,ja,1,,,rustig
lemma,lemma,lemma,1,0,0,0,0,0,0,0,0,0,ja,1,,,lemma
lemon,citroen,lemon,0,1,0,0,1,0,0,0,0,0,ja,1,,,citroen
lend,lenen,lend,0,0,0,0,0,0,0,0,0,0,nee,1,,,lenen
lender,geldschieter,lender,0,0,0,0,0,0,0,0,0,1,ja,1,,,geldschieter
lending,kredietverlening,lending,0,0,0,0,0,0,0,0,0,0,nee,1,,,kredietverlening
length,lengte,length,0,0,0,0,0,0,0,0,0,0,nee,1,,,lengte
lengthen,verlengen,lengthen,0,0,0,0,0,0,0,0,0,0,nee,1,,,verlengen
lengthened,verlengd,lengthened,0,0,0,0,0,0,0,0,0,0,nee,1,,,verlengd
lengthening,verlenging,lengthening,0,0,0,0,0,0,0,0,0,0,nee,1,,,verlenging
lengthwise,in de lengte,lengthwise,0,0,0,0,0,0,0,0,0,0,nee,3,,,in de lengte
lengthy,langdurig,lengthy,0,0,0,0,0,0,0,0,0,0,nee,1,,,langdurig
leniency,mildheid,leniency,0,0,0,0,0,0,0,0,0,0,nee,1,,,mildheid
lenient,mild,lenient,1,0,0,0,0,0,0,0,0,0,ja,1,,,mild
lens,lens,lens,0,0,0,0,0,0,0,0,0,0,nee,1,,,lens
leopard,luipaard,leopard,0,0,0,0,0,0,0,0,0,0,nee,1,,,luipaard
leprosy,lepra,leprosy,0,1,0,0,1,1,0,1,0,0,ja,1,,,lepra
lesbian,lesbienne,lesbian,0,1,0,0,1,0,0,1,0,0,ja,1,,,lesbienne
lesbianism,lesbianisme,lesbianism,0,0,0,0,0,0,0,0,0,0,nee,1,,,lesbianisme
lessee,huurder,lessee,0,0,0,0,0,0,0,0,0,0,nee,1,,,huurder
lessen,verminderen,lessen,0,1,0,1,0,0,0,0,0,0,ja,1,,,verminderen
lessening,vermindering,lessening,0,0,0,0,0,0,0,0,0,0,nee,1,,,vermindering
lesser,minder,lesser,0,1,0,0,1,0,0,0,0,0,ja,1,,,minder
lesson,les,lesson,1,0,0,1,0,0,0,0,0,1,ja,1,,,les
